Energy [keV],Net Count Rate
12.674,9987
12.694,9920
12.714,9671
12.734,9875
12.754,9821
12.774,9805
12.794,9618
12.814,9466
12.834,9810
12.854,9564
12.874,9748
12.895,9600
12.915,9651
12.935,9370
12.955,9422
12.975,9522
12.995,9302
13.015,9149
13.035,9268
13.055,9315
13.075,9278
13.095,9352
13.116,9104
13.136,9041
13.156,9115
13.176,8987
13.196,8825
13.216,8986
13.236,9030
13.256,9050
13.276,8866
13.296,8911
13.316,8851
13.336,8826
13.357,8741
13.377,8882
13.397,8776
13.417,8659
13.437,8790
13.457,8646
13.477,8455
13.497,8668
13.517,8534
13.537,8504
13.557,8294
13.577,8476
13.598,8588
13.618,8310
13.638,8340
13.658,8279
13.678,8294
13.698,8033
13.718,8244
13.738,8223
13.758,8207
13.778,8017
13.798,8108
13.818,8158
13.839,8156
13.859,8082
13.879,7876
13.899,8063
13.919,7992
13.939,8097
13.959,7854
13.979,8071
13.999,7872
14.019,7725
14.039,7871
14.06,7758
14.08,7851
14.1,7858
14.12,7735
14.14,7790
14.16,7619
14.18,7542
14.2,7715
14.22,7586
14.24,7451
14.26,7548
14.28,7566
14.301,7483
14.321,7475
14.341,7351
14.361,7351
14.381,7480
14.401,7366
14.421,7196
14.441,7395
14.461,7321
14.481,7352
14.501,7163
14.521,7281
14.542,7293
14.562,7172
14.582,6997
14.602,7182
14.622,7069
14.642,7182
14.662,7016
14.682,6949
14.702,6848
14.722,6887
14.742,6849
14.762,6917
14.783,6707
14.803,6879
14.823,6769
14.843,6809
14.863,6779
14.883,6743
14.903,6743
14.923,6669
14.943,6633
14.963,6690
14.983,6643
15.003,6636
15.024,6621
15.044,6591
15.064,6504
15.084,6505
15.104,6531
15.124,6344
15.144,6419
15.164,6368
15.184,6305
15.204,6300
15.224,6396
15.245,6251
15.265,6203
15.285,6427
15.305,6401
15.325,6261
15.345,6186
15.365,6113
15.385,6202
15.405,6142
15.425,6111
15.445,6026
15.465,6054
15.486,6107
15.506,5958
15.526,5869
15.546,6115
15.566,5970
15.586,5945
15.606,5857
15.626,5871
15.646,5834
15.666,5721
15.686,5817
15.706,5811
15.727,5869
15.747,5670
15.767,5568
15.787,5705
15.807,5804
15.827,5622
15.847,5549
15.867,5632
15.887,5551
15.907,5455
15.927,5499
15.947,5536
15.968,5406
15.988,5382
16.008,5503
16.028,5345
16.048,5328
16.068,5521
16.088,5298
16.108,5352
16.128,5225
16.148,5278
16.168,5207
16.189,5158
16.209,5188
16.229,5248
16.249,5175
16.269,5174
16.289,5206
16.309,5222
16.329,5072
16.349,5017
16.369,4824
16.389,5075
16.409,5055
16.43,4965
16.45,4949
16.47,4972
16.49,4954
16.51,4970
16.53,4874
16.55,4962
16.57,4940
16.59,4805
16.61,4865
16.63,4855
16.65,4899
16.671,4735
16.691,4864
16.711,4757
16.731,4809
16.751,4790
16.771,4664
16.791,4615
16.811,4752
16.831,4708
16.851,4661
16.871,4751
16.891,4559
16.912,4696
16.932,4555
16.952,4705
16.972,4513
16.992,4493
17.012,4527
17.032,4543
17.052,4381
17.072,4511
17.092,4463
17.112,4559
17.133,4396
17.153,4451
17.173,4415
17.193,4423
17.213,4539
17.233,4494
17.253,4295
17.273,4311
17.293,4266
17.313,4403
17.333,4330
17.353,4358
17.374,4303
17.394,4300
17.414,4300
17.434,4382
17.454,4344
17.474,4328
17.494,4390
17.514,4311
17.534,4225
17.554,4234
17.574,4224
17.594,4161
17.615,4341
17.635,4191
17.655,4185
17.675,4357
17.695,4306
17.715,4180
17.735,4200
17.755,4246
17.775,4233
17.795,4211
17.815,4270
17.835,4361
17.856,4305
17.876,4216
17.896,4403
17.916,4279
17.936,4264
17.956,4192
17.976,4323
17.996,4271
18.016,4340
18.036,4254
18.056,4321
18.076,4386
18.097,4339
18.117,4384
18.137,4494
18.157,4584
18.177,4602
18.197,4495
18.217,4541
18.237,4633
18.257,4626
18.277,4698
18.297,4731
18.318,4715
18.338,4766
18.358,4900
18.378,4804
18.398,4859
18.418,4921
18.438,5148
18.458,5321
18.478,5331
18.498,5405
18.518,5613
18.538,5846
18.559,6030
18.579,6182
18.599,6504
18.619,6683
18.639,7263
18.659,7639
18.679,7842
18.699,8591
18.719,8997
18.739,9455
18.759,10142
18.779,10650
18.8,11289
18.82,11861
18.84,12634
18.86,13223
18.88,13738
18.9,14383
18.92,14855
18.94,15631
18.96,15870
18.98,16426
19,16965
19.02,16798
19.041,17326
19.061,17203
19.081,17129
19.101,16990
19.121,16780
19.141,16789
19.161,16250
19.181,15803
19.201,15485
19.221,14731
19.241,14156
19.262,13545
19.282,12490
19.302,12175
19.322,11367
19.342,10676
19.362,10092
19.382,9471
19.402,8976
19.422,8256
19.442,7847
19.462,7372
19.482,6762
19.503,6435
19.523,6100
19.543,5735
19.563,5460
19.583,5233
19.603,4910
19.623,4733
19.643,4559
19.663,4383
19.683,4265
19.703,4141
19.723,3980
19.744,3737
19.764,3820
19.784,3554
19.804,3567
19.824,3458
19.844,3374
19.864,3364
19.884,3351
19.904,3278
19.924,3267
19.944,3177
19.964,3239
19.985,3267
20.005,3365
20.025,3322
20.045,3475
20.065,3604
20.085,3767
20.105,4055
20.125,4295
20.145,4467
20.165,4559
20.185,4789
20.206,5012
20.226,5000
20.246,5051
20.266,5164
20.286,5070
20.306,4837
20.326,4807
20.346,4568
20.366,4239
20.386,3932
20.406,3696
20.426,3384
20.447,3108
20.467,3021
20.487,2776
20.507,2809
20.527,2645
20.547,2481
20.567,2533
20.587,2491
20.607,2434
20.627,2496
20.647,2415
20.667,2479
20.688,2490
20.708,2480
20.728,2478
20.748,2532
20.768,2576
20.788,2520
20.808,2604
20.828,2654
20.848,2660
20.868,2760
20.888,2756
20.908,2845
20.929,2963
20.949,3020
20.969,3198
20.989,3290
21.009,3311
21.029,3422
21.049,3540
21.069,3888
21.089,3936
21.109,4088
21.129,4276
21.15,4372
21.17,4356
21.19,4560
21.21,4728
21.23,4700
21.25,4748
21.27,4623
21.29,4695
21.31,4514
21.33,4441
21.35,4365
21.37,4242
21.391,4068
21.411,3996
21.431,3826
21.451,3752
21.471,3615
21.491,3512
21.511,3507
21.531,3329
21.551,3282
21.571,3216
21.591,3151
21.611,2920
21.632,2955
21.652,2856
21.672,2859
21.692,2694
21.712,2638
21.732,2583
21.752,2436
21.772,2409
21.792,2432
21.812,2458
21.832,2309
21.852,2226
21.873,2126
21.893,2081
21.913,2110
21.933,2092
21.953,2062
21.973,1997
21.993,2018
22.013,1936
22.033,1941
22.053,1846
22.073,1842
22.094,1833
22.114,1835
22.134,1742
22.154,1748
22.174,1741
22.194,1743
22.214,1676
22.234,1696
22.254,1664
22.274,1586
22.294,1703
22.314,1601
22.335,1546
22.355,1573
22.375,1587
22.395,1569
22.415,1508
22.435,1527
22.455,1499
22.475,1507
22.495,1560
22.515,1501
22.535,1521
22.555,1482
22.576,1524
22.596,1496
22.616,1505
22.636,1543
22.656,1508
22.676,1539
22.696,1550
22.716,1587
22.736,1623
22.756,1615
22.776,1650
22.796,1697
22.817,1678
22.837,1654
22.857,1542
22.877,1590
22.897,1541
22.917,1493
22.937,1478
22.957,1513
22.977,1465
22.997,1400
23.017,1245
23.037,1298
23.058,1309
23.078,1335
23.098,1303
23.118,1337
23.138,1280
23.158,1330
23.178,1282
23.198,1311
23.218,1269
23.238,1285
23.258,1332
23.279,1243
23.299,1313
23.319,1312
23.339,1245
23.359,1284
23.379,1349
23.399,1281
23.419,1172
23.439,1254
23.459,1183
23.479,1272
23.499,1211
23.52,1181
23.54,1171
23.56,1166
23.58,1201
23.6,1205
23.62,1203
23.64,1140
23.66,1143
23.68,1183
23.7,1170
23.72,1190
23.74,1160
23.761,1153
23.781,1235
23.801,1248
23.821,1228
23.841,1308
23.861,1271
23.881,1271
23.901,1300
23.921,1257
23.941,1269
23.961,1329
23.981,1263
24.002,1190
24.022,1153
24.042,1237
24.062,1180
24.082,1139
24.102,1069
24.122,1105
24.142,1077
24.162,1069
24.182,1030
24.202,1031
24.223,1045
24.243,1067
24.263,1054
24.283,1062
24.303,1021
24.323,1057
24.343,1037
24.363,1118
24.383,995
24.403,1048
24.423,1008
24.443,1058
24.464,1001
24.484,1021
24.504,1007
24.524,989
24.544,985
24.564,951
24.584,994
24.604,967
24.624,912
24.644,982
24.664,968
24.684,959
24.705,945
24.725,971
24.745,971
24.765,932
24.785,951
24.805,910
24.825,910
24.845,903
24.865,895
24.885,909
24.905,897
24.925,940
24.946,901
24.966,867
24.986,909
25.006,873
25.026,915
25.046,884
25.066,880
25.086,892
25.106,921
25.126,888
25.146,878
25.167,912
25.187,901
25.207,910
25.227,886
25.247,893
25.267,838
25.287,887
25.307,900
25.327,855
25.347,873
25.367,874
25.387,856
25.408,843
25.428,872
25.448,807
25.468,858
25.488,857
25.508,856
25.528,878
25.548,760
25.568,849
25.588,756
25.608,794
25.628,787
25.649,780
25.669,750
25.689,803
25.709,781
25.729,814
25.749,803
25.769,802
25.789,753
25.809,775
25.829,806
25.849,798
25.869,765
25.89,741
25.91,762
25.93,746
25.95,761
25.97,718
25.99,747
26.01,696
26.03,662
26.05,777
26.07,771
26.09,700
26.11,696
26.131,727
26.151,713
26.171,734
26.191,731
26.211,744
26.231,738
26.251,748
26.271,711
26.291,703
26.311,695
26.331,732
26.352,702
26.372,667
26.392,689
26.412,738
26.432,686
26.452,669
26.472,679
26.492,712
26.512,711
26.532,698
26.552,698
26.572,659
26.593,665
26.613,674
26.633,641
26.653,691
26.673,661
26.693,654
26.713,662
26.733,689
26.753,675
26.773,632
26.793,651
26.813,629
26.834,580
