Energy [keV],Net Count Rate
16.47,6756
16.49,6615
16.51,6705
16.53,6541
16.55,6545
16.57,6482
16.59,6574
16.61,6496
16.631,6463
16.651,6377
16.671,6414
16.691,6400
16.711,6390
16.731,6374
16.751,6572
16.771,6362
16.791,6488
16.811,6515
16.831,6401
16.851,6106
16.872,6337
16.892,6277
16.912,6267
16.932,6256
16.952,6084
16.972,6166
16.992,6090
17.012,5995
17.032,5976
17.052,6181
17.072,6232
17.093,6060
17.113,6188
17.133,6093
17.153,6048
17.173,6144
17.193,6081
17.213,6147
17.233,5992
17.253,5973
17.273,6042
17.293,6021
17.313,5972
17.334,6043
17.354,5983
17.374,5916
17.394,5874
17.414,5818
17.434,5834
17.454,5809
17.474,5950
17.494,5895
17.514,5799
17.534,5835
17.554,5852
17.575,5780
17.595,5847
17.615,5808
17.635,5904
17.655,5811
17.675,5935
17.695,5830
17.715,5782
17.735,5915
17.755,5897
17.775,5936
17.795,5836
17.816,5923
17.836,5796
17.856,5840
17.876,5881
17.896,5978
17.916,5936
17.936,6043
17.956,5949
17.976,6082
17.996,5813
18.016,6028
18.037,6086
18.057,6126
18.077,6038
18.097,6241
18.117,6169
18.137,6098
18.157,6313
18.177,6226
18.197,6373
18.217,6475
18.237,6359
18.257,6469
18.278,6604
18.298,6758
18.318,6705
18.338,6805
18.358,6853
18.378,6927
18.398,7093
18.418,7123
18.438,7238
18.458,7704
18.478,7740
18.498,7867
18.519,8339
18.539,8495
18.559,9087
18.579,9304
18.599,9911
18.619,10397
18.639,10718
18.659,11364
18.679,11989
18.699,12732
18.719,13558
18.739,14165
18.76,14824
18.78,15596
18.8,16437
18.82,17078
18.84,17817
18.86,18739
18.88,19551
18.9,20143
18.92,20737
18.94,21401
18.96,21847
18.981,22225
19.001,22496
19.021,22638
19.041,22808
19.061,22853
19.081,22645
19.101,22397
19.121,21802
19.141,21348
19.161,21003
19.181,20242
19.201,19420
19.222,18812
19.242,18190
19.262,17125
19.282,16293
19.302,15455
19.322,14547
19.342,13672
19.362,12912
19.382,12197
19.402,11262
19.422,10578
19.442,10035
19.463,9325
19.483,9081
19.503,8515
19.523,8019
19.543,7479
19.563,7196
19.583,6948
19.603,6615
19.623,6289
19.643,5979
19.663,5954
19.683,5667
19.704,5488
19.724,5358
19.744,5283
19.764,5144
19.784,4990
19.804,4817
19.824,4750
19.844,4656
19.864,4485
19.884,4481
19.904,4465
19.925,4512
19.945,4343
19.965,4421
19.985,4455
20.005,4640
20.025,4859
20.045,4992
20.065,5146
20.085,5278
20.105,5744
20.125,5903
20.145,6310
20.166,6617
20.186,6901
20.206,6993
20.226,7173
20.246,7398
20.266,7382
20.286,7324
20.306,7052
20.326,6887
20.346,6607
20.366,6237
20.386,5721
20.407,5279
20.427,4879
20.447,4488
20.467,4223
20.487,4027
20.507,3839
20.527,3555
20.547,3607
20.567,3505
20.587,3434
20.607,3494
20.628,3490
20.648,3412
20.668,3500
20.688,3415
20.708,3496
20.728,3543
20.748,3644
20.768,3616
20.788,3548
20.808,3703
20.828,3748
20.848,3793
20.869,3880
20.889,4078
20.909,3999
20.929,4036
20.949,4313
20.969,4466
20.989,4620
21.009,4787
21.029,4967
21.049,4946
21.069,5295
21.089,5477
21.11,5767
21.13,5848
21.15,6034
21.17,6214
21.19,6366
21.21,6441
21.23,6458
21.25,6423
21.27,6268
21.29,6252
21.31,6092
21.33,6105
21.351,5976
21.371,5687
21.391,5495
21.411,5366
21.431,5117
21.451,5010
21.471,4906
21.491,4834
21.511,4570
21.531,4346
21.551,4297
21.572,4220
21.592,4205
21.612,3969
21.632,3985
21.652,3814
21.672,3703
21.692,3531
21.712,3493
21.732,3510
21.752,3380
21.772,3396
21.792,3336
21.813,3303
21.833,3064
21.853,3116
21.873,2968
21.893,2969
21.913,3018
21.933,2836
21.953,2688
21.973,2765
21.993,2618
22.013,2690
22.033,2670
22.054,2682
22.074,2465
22.094,2544
22.114,2577
22.134,2484
22.154,2475
22.174,2374
22.194,2447
22.214,2416
22.234,2403
22.254,2328
22.274,2328
22.295,2278
22.315,2256
22.335,2172
22.355,2106
22.375,2263
22.395,2214
22.415,2166
22.435,2192
22.455,2238
22.475,2159
22.495,2058
22.516,2123
22.536,2074
22.556,2136
22.576,2062
22.596,2056
22.616,2087
22.636,2141
22.656,2118
22.676,2195
22.696,2338
22.716,2199
22.736,2306
22.757,2267
22.777,2367
22.797,2433
22.817,2258
22.837,2365
22.857,2278
22.877,2310
22.897,2256
22.917,2159
22.937,2117
22.957,2016
22.977,1974
22.998,2012
23.018,1883
23.038,1902
23.058,1971
23.078,1809
23.098,1834
23.118,1848
23.138,1887
23.158,1800
23.178,1855
23.198,1945
23.218,1818
23.239,1769
23.259,1761
23.279,1809
23.299,1769
23.319,1780
23.339,1826
23.359,1828
23.379,1733
23.399,1706
23.419,1739
23.439,1743
23.46,1668
23.48,1688
23.5,1675
23.52,1751
23.54,1698
23.56,1667
23.58,1761
23.6,1702
23.62,1654
23.64,1646
23.66,1652
23.68,1691
23.701,1677
23.721,1594
23.741,1692
23.761,1728
23.781,1717
23.801,1724
23.821,1806
23.841,1684
23.861,1767
23.881,1771
23.901,1795
23.921,1713
23.942,1730
23.962,1645
23.982,1755
24.002,1686
24.022,1638
24.042,1658
24.062,1600
24.082,1584
24.102,1547
24.122,1557
24.142,1525
24.162,1596
24.183,1466
24.203,1595
24.223,1459
24.243,1438
24.263,1461
24.283,1487
24.303,1471
24.323,1494
24.343,1407
24.363,1410
24.383,1525
24.404,1483
24.424,1493
24.444,1402
24.464,1405
24.484,1380
24.504,1412
24.524,1420
24.544,1356
24.564,1410
24.584,1354
24.604,1365
24.624,1383
24.645,1408
24.665,1365
24.685,1361
24.705,1315
24.725,1357
24.745,1404
24.765,1307
24.785,1356
24.805,1359
24.825,1317
24.845,1302
24.865,1283
24.886,1271
24.906,1235
24.926,1280
24.946,1255
24.966,1305
24.986,1216
25.006,1312
25.026,1314
25.046,1299
25.066,1332
25.086,1223
25.106,1315
25.127,1237
25.147,1287
25.167,1271
25.187,1206
25.207,1215
25.227,1286
25.247,1213
25.267,1282
25.287,1226
25.307,1332
25.327,1209
25.348,1189
25.368,1214
25.388,1157
25.408,1149
25.428,1238
25.448,1167
25.468,1182
25.488,1188
25.508,1135
25.528,1212
25.548,1156
25.568,1213
25.589,1107
25.609,1147
25.629,1155
25.649,1112
25.669,1068
25.689,1059
25.709,1113
25.729,1113
25.749,1181
25.769,1063
25.789,1111
25.809,1118
25.83,1090
25.85,1063
25.87,1077
25.89,1082
25.91,1012
25.93,1059
25.95,1115
25.97,1090
25.99,1107
26.01,1102
26.03,1072
26.051,1020
26.071,1011
26.091,1047
26.111,969
26.131,1021
26.151,1031
26.171,1011
26.191,1065
26.211,982
26.231,1031
26.251,1005
26.271,1003
26.292,1005
26.312,981
26.332,970
26.352,969
26.372,969
26.392,996
26.412,1042
26.432,987
26.452,1011
26.472,955
26.492,939
26.512,1010
26.533,934
26.553,975
26.573,942
26.593,951
26.613,934
26.633,929
26.653,911
26.673,973
26.693,948
26.713,931
26.733,1008
26.753,936
26.774,919
26.794,944
26.814,887
26.834,906
26.854,938
26.874,921
26.894,881
26.914,865
26.934,910
26.954,842
26.974,923
26.995,844
27.015,857
27.035,795
27.055,830
27.075,869
27.095,837
27.115,883
27.135,826
27.155,889
27.175,871
27.195,823
27.215,841
27.236,883
27.256,844
27.276,778
27.296,799
27.316,808
27.336,822
27.356,808
27.376,816
27.396,865
27.416,805
27.436,823
27.456,777
27.477,801
27.497,809
27.517,786
27.537,799
27.557,758
27.577,776
27.597,753
27.617,819
27.637,742
27.657,777
27.677,769
27.697,721
27.718,743
27.738,732
27.758,740
27.778,727
27.798,742
27.818,785
27.838,720
27.858,819
27.878,762
27.898,762
27.918,752
27.939,732
27.959,729
27.979,744
27.999,726
28.019,743
28.039,783
28.059,724
28.079,726
28.099,711
28.119,716
28.139,669
28.159,644
28.18,719
28.2,665
28.22,690
28.24,670
28.26,697
28.28,668
28.3,694
28.32,723
28.34,681
28.36,722
28.38,679
28.4,632
28.421,665
28.441,612
28.461,603
28.481,650
28.501,686
28.521,675
28.541,658
28.561,666
28.581,647
28.601,629
28.621,640
28.641,629
28.662,657
28.682,648
28.702,584
28.722,612
28.742,633
28.762,577
28.782,637
28.802,625
28.822,666
28.842,592
28.862,631
28.883,584
28.903,595
28.923,592
28.943,610
28.963,590
28.983,591
29.003,625
29.023,577
29.043,559
29.063,591
29.083,553
29.103,607
29.124,547
29.144,572
29.164,563
29.184,581
29.204,534
29.224,563
29.244,618
29.264,546
29.284,524
29.304,576
29.324,531
29.344,547
29.365,526
29.385,545
29.405,495
29.425,574
29.445,526
29.465,499
29.485,543
29.505,505
29.525,531
29.545,512
29.565,519
29.585,507
29.606,528
29.626,518
29.646,515
29.666,486
29.686,505
29.706,535
29.726,554
29.746,553
29.766,504
29.786,484
29.806,488
29.827,483
29.847,510
29.867,480
29.887,462
29.907,521
29.927,445
29.947,479
29.967,475
29.987,457
30.007,490
30.027,445
30.047,498
30.068,450
30.088,424
30.108,468
30.128,458
30.148,484
30.168,437
30.188,459
30.208,484
30.228,484
30.248,476
30.268,450
30.288,409
30.309,440
30.329,426
30.349,426
30.369,409
30.389,437
30.409,375
30.429,419
30.449,432
30.469,385
30.489,398
30.509,411
30.53,375
30.55,421
30.57,402
30.59,416
30.61,375
30.63,372
30.65,423
30.67,411
30.69,390
30.71,375
30.73,414
30.75,397
30.771,339
30.791,413
30.811,365
30.831,388
30.851,412
30.871,374
30.891,385
30.911,359
30.931,355
30.951,376
30.971,420
30.991,387
31.012,373
31.032,340
31.052,380
31.072,341
31.092,345
31.112,370
31.132,336
31.152,352
31.172,315
31.192,330
31.212,325
31.232,330
31.253,334
31.273,291
31.293,330
31.313,364
31.333,308
31.353,341
31.373,311
31.393,353
31.413,351
31.433,308
31.453,320
31.474,331
31.494,310
31.514,340
31.534,296
31.554,340
31.574,353
31.594,312
31.614,308
31.634,289
31.654,274
31.674,348
31.694,314
31.715,303
31.735,265
31.755,318
31.775,314
31.795,303
31.815,269
31.835,292
31.855,285
31.875,306
31.895,288
31.915,301
31.935,284
31.956,271
31.976,300
31.996,300
32.016,261
32.036,279
32.056,278
32.076,271
32.096,287
32.116,232
32.136,259
32.156,280
32.176,282
32.197,298
32.217,244
32.237,244
32.257,263
32.277,268
32.297,256
32.317,256
32.337,265
32.357,271
32.377,249
32.397,228
32.418,270
32.438,239
32.458,229
32.478,243
32.498,250
32.518,253
32.538,221
32.558,269
32.578,227
32.598,236
32.618,238
32.638,201
32.659,221
32.679,219
32.699,240
32.719,199
32.739,222
32.759,222
32.779,232
32.799,215
32.819,211
32.839,200
32.859,208
32.879,207
32.9,234
32.92,187
32.94,210
32.96,212
32.98,179
33,175
33.02,182
33.04,186
33.06,198
33.08,230
33.1,221
33.12,180
33.141,214
33.161,181
33.181,180
33.201,187
33.221,185
33.241,164
33.261,188
33.281,153
33.301,206
33.321,169
33.341,178
33.362,165
33.382,156
33.402,170
33.422,180
33.442,162
33.462,167
33.482,183
33.502,152
33.522,186
33.542,161
33.562,156
33.582,156
33.603,174
33.623,163
33.643,155
33.663,167
33.683,146
33.703,150
33.723,137
33.743,156
33.763,136
33.783,135
33.803,123
33.823,124
33.844,121
33.864,130
33.884,124
33.904,142
33.924,121
33.944,126
33.964,122
33.984,133
34.004,146
34.024,125
34.044,114
34.064,121
34.085,115
34.105,113
34.125,96
34.145,105
34.165,131
34.185,135
34.205,123
34.225,121
34.245,119
34.265,111
34.285,124
34.306,108
34.326,111
34.346,95
34.366,118
34.386,103
34.406,108
34.426,114
34.446,96
34.466,106
34.486,97
34.506,91
34.526,99
34.547,72
34.567,83
34.587,80
34.607,80
34.627,82
34.647,105
34.667,89
34.687,81
34.707,76
34.727,90
34.747,72
34.767,74
34.788,93
34.808,90
34.828,74
34.848,62
34.868,70
34.888,87
34.908,63
34.928,68
34.948,58
34.968,70
34.988,69
35.009,49
35.029,65
35.049,53
35.069,64
35.089,62
35.109,54
35.129,42
35.149,55
35.169,45
35.189,52
35.209,57
35.229,49
35.25,54
35.27,44
35.29,48
35.31,44
35.33,34
35.35,39
35.37,43
35.39,34
35.41,37
35.43,40
35.45,48
35.47,42
35.491,36
35.511,37
35.531,32
35.551,32
35.571,33
35.591,39
35.611,37
35.631,38
35.651,33
35.671,25
35.691,23
35.711,27
35.732,30
35.752,34
35.772,39
35.792,24
35.812,15
35.832,20
35.852,21
35.872,35
35.892,18
35.912,17
35.932,19
35.953,15
35.973,18
35.993,26
36.013,27
36.033,14
36.053,23
36.073,14
36.093,27
36.113,18
36.133,17
36.153,27
36.173,19
36.194,23
36.214,16
36.234,16
36.254,18
36.274,17
36.294,13
36.314,20
36.334,18
36.354,18
36.374,19
36.394,28
36.414,8
36.435,21
36.455,9
36.475,9
36.495,13
36.515,15
36.535,8
36.555,13
36.575,15
36.595,14
36.615,18
36.635,10
36.655,9
36.676,16
