Wavenumber [cm-1],Raman Intensity
1324.47,22924.81
1326.54,22859.84
1328.6,22796.05
1330.66,22728.46
1332.73,22657.41
1334.79,22583.85
1336.85,22507.73
1338.91,22424.72
1340.97,22343.2
1343.03,22258.18
1345.08,22170.07
1347.14,22085.11
1349.19,22007.41
1351.25,21936.19
1353.3,21872.68
1355.36,21815.81
1357.41,21758.8
1359.46,21703.89
1361.51,21650.8
1363.56,21600.73
1365.61,21553.5
1367.66,21514.13
1369.71,21474.61
1371.76,21435.5
1373.8,21395
1375.85,21343.64
1377.89,21271.22
1379.94,21146.89
1381.98,20952.75
1384.02,20723.02
1386.07,20502.25
1388.11,20286.89
1390.15,20125.07
1392.19,20027.26
1394.22,19983.73
1396.26,19989.87
1398.3,20023.02
1400.34,20063.72
1402.37,20109.93
1404.41,20162.46
1406.44,20212.56
1408.47,20259.72
1410.51,20304.05
1412.54,20342.33
1414.57,20378.24
1416.6,20411.27
1418.63,20433.24
1420.66,20446.88
1422.68,20459.07
1424.71,20460.96
1426.74,20456.73
1428.76,20449.62
1430.79,20440.52
1432.81,20425.33
1434.83,20402.11
1436.85,20377.77
1438.88,20348.1
1440.9,20320.2
1442.92,20290.83
1444.94,20255.07
1446.95,20220.47
1448.97,20184.54
1450.99,20141.33
1453,20097.04
1455.02,20058.03
1457.03,20011.53
1459.05,19962.88
1461.06,19909.08
1463.07,19851.29
1465.08,19784.82
1467.09,19712.55
1469.1,19619.34
1471.11,19523.47
1473.12,19417.83
1475.13,19301.02
1477.13,19178.04
1479.14,19044.14
1481.15,18906.5
1483.15,18777.99
1485.15,18655.04
1487.16,18549.35
1489.16,18466.27
1491.16,18445.43
1493.16,18495.57
1495.16,18582.33
1497.16,18674.82
1499.16,18756.96
1501.15,18819.24
1503.15,18857.8
1505.15,18866.52
1507.14,18853.85
1509.14,18830.73
1511.13,18798.5
1513.12,18762.98
1515.11,18726.23
1517.1,18693.33
1519.09,18657.58
1521.08,18621.19
1523.07,18582.66
1525.06,18546.77
1527.05,18515.67
1529.03,18479.24
1531.02,18448.7
1533.01,18417.78
1534.99,18389.01
1536.97,18360.35
1538.96,18337.49
1540.94,18315.54
1542.92,18293.39
1544.9,18265.2
1546.88,18243.89
1548.86,18218.46
1550.84,18195.74
1552.81,18175.52
1554.79,18157.67
1556.76,18143.45
1558.74,18130.33
1560.71,18125.07
1562.69,18112.66
1564.66,18100.01
1566.63,18078.19
1568.6,18036.26
1570.57,17976.77
1572.54,17856.37
1574.51,17669.67
1576.48,17452.61
1578.45,17234.76
1580.41,17028.06
1582.38,16849.84
1584.34,16706.59
1586.31,16600.55
1588.27,16522.06
1590.23,16461.72
1592.19,16420.09
1594.16,16383.54
1596.12,16359.56
1598.07,16339.08
1600.03,16332.69
1601.99,16340.68
1603.95,16363.84
1605.9,16403.55
1607.86,16455.9
1609.82,16526.59
1611.77,16608.59
1613.72,16698.41
1615.68,16796.2
1617.63,16882.5
1619.58,16956.22
1621.53,17016.87
1623.48,17057.91
1625.43,17087.53
1627.37,17099.15
1629.32,17098.14
1631.27,17085.14
1633.21,17064.02
1635.16,17030.51
1637.1,16989.93
1639.05,16943.39
1640.99,16888.93
1642.93,16838.69
1644.87,16784.8
1646.81,16736.53
1648.75,16692.75
1650.69,16647.02
1652.63,16609.04
1654.56,16569.72
1656.5,16528.58
1658.44,16486.71
1660.37,16445.75
1662.31,16410.84
