Wavenumber [cm-1],Raman Intensity
1675.82,16897.61
1677.75,16845.03
1679.68,16793.08
1681.6,16742.14
1683.53,16689.54
1685.46,16638.88
1687.38,16587.92
1689.3,16535.9
1691.23,16485.12
1693.15,16434.91
1695.07,16387.18
1696.99,16340.19
1698.91,16293.84
1700.83,16249.3
1702.75,16200.9
1704.66,16155.76
1706.58,16109.98
1708.5,16063.15
1710.41,16018.41
1712.32,15972.49
1714.24,15921.51
1716.15,15873.23
1718.06,15824.93
1719.97,15773.58
1721.88,15724.46
1723.79,15673.48
1725.7,15625.01
1727.61,15576.87
1729.52,15528.43
1731.43,15481.09
1733.33,15434.29
1735.24,15390.19
1737.14,15349.33
1739.04,15305.94
1740.95,15263.98
1742.85,15224.53
1744.75,15184.04
1746.65,15143.88
1748.55,15105.07
1750.45,15063.9
1752.35,15023.54
1754.25,14981.87
1756.14,14939.8
1758.04,14895.35
1759.93,14849.46
1761.83,14803.18
1763.72,14754.62
1765.61,14705.26
1767.51,14657.24
1769.4,14607.67
1771.29,14559.49
1773.18,14509.41
1775.07,14461.51
1776.96,14413.27
1778.84,14366.82
1780.73,14324.59
1782.62,14280.94
1784.5,14238.93
1786.39,14198.46
1788.27,14159.07
1790.15,14122.11
1792.04,14086.02
1793.92,14047.56
1795.8,14009.27
1797.68,13970.88
1799.56,13932.35
1801.44,13893.33
1803.32,13851.93
1805.19,13810.12
1807.07,13766.81
1808.94,13722.02
1810.82,13677.51
1812.69,13631.07
1814.57,13585.28
1816.44,13537.4
1818.31,13495.11
1820.18,13450.65
1822.05,13410.35
1823.92,13368.02
1825.79,13327.4
1827.66,13289.28
1829.53,13252.77
1831.39,13216.24
1833.26,13180.21
1835.12,13146.3
1836.99,13111.93
1838.85,13076.89
1840.71,13041.72
1842.58,13005.89
1844.44,12968.2
1846.3,12931.09
1848.16,12891.88
1850.02,12852.93
1851.87,12810.83
1853.73,12768.98
1855.59,12727.08
1857.44,12685.8
1859.3,12643.65
1861.15,12603.21
1863.01,12563.64
1864.86,12525.42
1866.71,12483.95
1868.56,12445.66
1870.41,12410.2
1872.26,12372.91
1874.11,12337.08
1875.96,12299.93
1877.81,12264.01
1879.66,12226.66
1881.5,12189.12
1883.35,12152.69
1885.19,12115.2
1887.04,12077.5
1888.88,12039.22
1890.72,12000.84
1892.56,11965.48
1894.41,11925.64
1896.25,11888.32
1898.09,11847.84
1899.92,11808.45
1901.76,11770.71
1903.6,11732.98
1905.44,11693.76
1907.27,11654.41
1909.11,11616.12
1910.94,11579.2
1912.77,11540.54
1914.61,11503.84
1916.44,11467.19
1918.27,11429.76
1920.1,11394.2
1921.93,11357.15
1923.76,11322.09
1925.59,11285.59
1927.41,11250.24
1929.24,11216.47
1931.07,11181.47
1932.89,11144.74
1934.72,11108.85
1936.54,11071.77
1938.36,11034.37
1940.19,10997.07
1942.01,10961.53
1943.83,10924.85
1945.65,10888.02
1947.47,10852.81
1949.29,10819.07
1951.1,10784.92
1952.92,10751.81
1954.74,10720.69
1956.55,10687.88
1958.37,10654.95
1960.18,10624.02
1961.99,10594.31
1963.81,10564.07
1965.62,10532.86
1967.43,10501.64
1969.24,10468.63
1971.05,10434.95
1972.86,10400.18
1974.67,10364.9
1976.47,10328.51
1978.28,10291.33
1980.09,10254.54
1981.89,10221.18
1983.7,10185.96
1985.5,10150.04
1987.3,10116.48
1989.11,10084.55
1990.91,10053.15
1992.71,10023.02
1994.51,9992.93
1996.31,9964.51
1998.11,9936.52
1999.9,9909.54
2001.7,9881.28
2003.5,9851.24
2005.29,9821.5
2007.09,9791.24
2008.88,9760.89
2010.67,9729.87
2012.47,9696.54
2014.26,9661.06
2016.05,9625.69
2017.84,9591.03
2019.63,9556.54
2021.42,9520.8
2023.21,9484.68
2024.99,9450.19
2026.78,9417.2
2028.57,9382.8
2030.35,9351.89
2032.14,9321.87
2033.92,9292.8
2035.7,9264.02
2037.48,9235.81
2039.27,9206.8
2041.05,9177.18
2042.83,9148.6
2044.61,9118.99
2046.38,9091.09
2048.16,9061.86
2049.94,9031.12
2051.71,9001.61
2053.49,8971.27
2055.27,8939.35
2057.04,8908.17
2058.81,8877.32
2060.59,8846.19
2062.36,8812.87
2064.13,8781.52
2065.9,8750.09
2067.67,8719.6
2069.44,8688.62
2071.21,8657.93
2072.97,8628.58
2074.74,8600.24
2076.51,8572.1
2078.27,8543.85
2080.04,8517.85
2081.8,8490.67
2083.56,8463.16
2085.32,8436.19
2087.09,8409.6
2088.85,8383.24
2090.61,8354.95
2092.37,8325.73
2094.12,8297.56
2095.88,8268.28
2097.64,8239.14
2099.4,8207.38
2101.15,8176.89
2102.91,8146.87
2104.66,8115.7
2106.41,8086.07
2108.17,8055.37
2109.92,8025.83
2111.67,7998.84
2113.42,7970.07
2115.17,7943.02
2116.92,7917.93
2118.67,7890.88
2120.42,7865.69
2122.16,7841.72
2123.91,7817.33
2125.65,7792.93
2127.4,7766.58
2129.14,7741.63
